group,name,url
OBJECTS,NOTE-HAND-MINT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/note-hand-mint.png
OBJECTS,NOTE-HAND-YELLOW,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/note-hand-yellow.png
OBJECTS,OK-MINT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/ok-mint.png
OBJECTS,PAINTBRUSH,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/paintbrush.png
OBJECTS,PAPER-WHITE-PEN-YELLOWPEN,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/paper-white-pen-yellowpen.png
OBJECTS,PAPERCLIP-MAUVE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/paperclip-mauve.png
OBJECTS,PAPERCLIP-YELLOW,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/paperclip-yellow.png
OBJECTS,PEN-AND-PAPER-WHITE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/pen-and-paper-white.png
OBJECTS,PIN-ORANGE-YELLOW,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/pin-orange-yellow.png
OBJECTS,PIN-YELLOW,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/pin-yellow.png
OBJECTS,PLUS,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/plus.png
OBJECTS,POINTER,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/pointer.png
OBJECTS,POINTER-LINES,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/pointer-lines.gif
OBJECTS,POINTER-LINES-PINK,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/pointer-lines-pink.gif
OBJECTS,POINTER-MOUSE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/pointer-mouse.png
OBJECTS,SEARCH,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/search.png
OBJECTS,SEARCH-BAR,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/search-bar.png
OBJECTS,SPARKLE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/sparkle.png
OBJECTS,SPARKLE-LEFT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/sparkle-left.png
OBJECTS,SPARKLE-LEFT-ANIMATED,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/sparkle-left-animated.gif
OBJECTS,SPARKLE-RIGHT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/sparkle-right.png
OBJECTS,SPARKLE-RIGHT-ANIMATED,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/sparkle-right-animated.gif
OBJECTS,STAR-PURPLE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/star-purple.png
OBJECTS,STENO-LOGO,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/steno-logo.png
OBJECTS,STENOKEYS,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/stenokeys.png
OBJECTS,STENOKEYS-WHITE-STICKER,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/stenokeys-white-sticker.png
OBJECTS,TECH-SUPPORT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/tech-support.png
OBJECTS,THUMBSUP-PINK,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/thumbsup-pink.png
OBJECTS,UPLOAD-TEAL,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/upload-teal.png
OBJECTS,UPLOAD-YELLOW,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/upload-yellow.png
OBJECTS,WAND-MINT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/wand-mint.png
OBJECTS,WANT-BLACK,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/want-black.png
OBJECTS,WARNING-RECTANGLE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/warning-rectangle.png
OBJECTS,X,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/objects/x.png
OTHER,LEFT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/left.png
OTHER,LOGO,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/logo.png
OTHER,RIGHT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/right.png
SHAPES,RECTANGLE-DOODLE-LONGER,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes/rectangle-doodle-longer.png
SHAPES,RECTANGLE-DOODLE-SMALL,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes/rectangle-doodle-small.png
SHAPES,RECTANGLE-DOODLE-TALLER,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes/rectangle-doodle-taller.png
SHAPES-TEXT,3D-LINE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/3d-line.png
SHAPES-TEXT,3D-SQUIGGLE-LINE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/3D-squiggle-line.png
SHAPES-TEXT,BLACK-TAPE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/black-tape.png
SHAPES-TEXT,BOX-YELLOW,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/box-yellow.png
SHAPES-TEXT,CHATBOX-CG-SHORT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/chatbox-cg-short.png
SHAPES-TEXT,CHATBOX-CG-TALL,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/chatbox-cg-tall.png
SHAPES-TEXT,FLAG-YELLOW,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/flag-yellow.png
SHAPES-TEXT,INDEXCARD,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/indexcard.png
SHAPES-TEXT,LG-RECTANGLE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/lg-rectangle.png
SHAPES-TEXT,LG-RECTANGLE-TRANSP,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/lg-rectangle-transp.png
SHAPES-TEXT,LINE-BUBBLES-YELLOW,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/line-bubbles-yellow.png
SHAPES-TEXT,PAPER-SMALL,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/paper-small.png
SHAPES-TEXT,PINK-TAPE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/pink-tape.png
SHAPES-TEXT,SM-RECTANGLE-TRANS,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/sm-rectangle-trans.png
SHAPES-TEXT,STICKY-YELLOW,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/sticky-yellow.png
SHAPES-TEXT,TAPE-LONGER-BLACK,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/tape-longer-black.png
SHAPES-TEXT,TAPE-LONGER-GREEN,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/tape-longer-green.png
SHAPES-TEXT,TAPE-LONGER-PINK,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/tape-longer-pink.png
SHAPES-TEXT,TAPE-LONGER-WHITE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/tape-longer-white.png
SHAPES-TEXT,TAPE-WHITE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/tape-white.png
SHAPES-TEXT,TEXTBOXCHAT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/textboxchat.png
SHAPES-TEXT,WHITE-RECTANGLE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/shapes-text/white-rectangle.png
SLIDE-BACKGROUNDS,BLACK-FRAME-LARGE-SLIDE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/black-frame-large-slide.png
SLIDE-BACKGROUNDS,BLACK-FRAME-REGULAR-SLIDE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/black-frame-regular-slide.png
SLIDE-BACKGROUNDS,SCREEN-BACKGROUND-LARGESCREEN,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/screen-background-largescreen.png
SLIDE-BACKGROUNDS,SLIDE-BACKGROUND,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slide-background.png
SLIDE-BACKGROUNDS,SLIDE-BACKGROUND-ADDRESS-BAR,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slide-background-address-bar.png
SLIDE-BACKGROUNDS,SLIDE-BACKGROUND-BLANK-TEXT-BAR-ADDRES-BAR,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slide-background-blank-text-bar-addres-bar.png
SLIDE-BACKGROUNDS,SLIDE-BACKGROUND-BLANK-TEXT-BAR-APS-ADDRES-BAR,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slide-background-blank-text-bar-aps-addres-bar.png
SLIDE-BACKGROUNDS,SLIDE-BACKGROUND-LARGE-YELLOW,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slide-background-large-yellow.png
SLIDE-BACKGROUNDS,SLIDE-BACKGROUND-LARGE-YELLOW-GRAY,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slide-background-large-yellow-gray.png
SLIDE-BACKGROUNDS,SLIDE-BACKGROUND-PURPLE-GRAIDENT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slide-background-purple-graident.png
SLIDE-BACKGROUNDS,SLIDE-BACKGROUND-THICKER-PURPLE-GRADIENT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slide-background-thicker-purple-gradient.png
SLIDE-BACKGROUNDS,SLIDE-BACKGROUND-WIDE-CHATGPT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slide-background-wide-ChatGPT.png
SLIDE-BACKGROUNDS,SLIDE-BKGRD-COMPUTER,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slide-bkgrd-computer.png
SLIDE-BACKGROUNDS,SLIDE-BKGRND-GRADIANT,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slide-bkgrnd-gradiant.png
SLIDE-BACKGROUNDS,SLIDEBACKGROUND-PURPLE-WIDE,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slidebackground-purple-wide.png
SLIDE-BACKGROUNDS,SLIDEBKGRNDBLOB,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/slidebkgrndblob.png
SLIDE-BACKGROUNDS,WEBSITE-HEADER,https://iridescent-wisp-57bcb1.netlify.app/images/tutorial-annotations/slide-backgrounds/website-header.png
